subject_id,question,question_text,lured_answer,correct_answer,transcription,functions_extracted
85,5,"In a one-storey pink house with everything pink, what colour were the stairs probably?",Pink,No stairs," In a one story pink house there was a pink person, a pink cat, a pink fish, a pink computer, pink chair, pink table, pink telephone and a pink shower. Everything was pink. What color were the stairs probably? It's a one story. No stairs. One story house.","1. Information Retention - In a one story pink house there was a pink person, a pink cat, a pink fish, a pink computer, pink chair, pink table, pink telephone and a pink shower.
2. Contextual Analysis - In a one story 
3. Conclusion Drawing - No stairs. One story house."
43,1,"Mary’s father has 5 daughters but no sons—Nana, Nene, Nini, Nono. What is the fifth daughter’s name probably?",Nunu,Mary," Mary's father has five daughters but no sons. Nana, Nini, Nini, Nona, what's her fifth daughter's name? Probably Mary because it's about Mary the question.","1. Information Retrieval - ""Mary's father has five daughters but no sons""
2. Hypothesis Generation - ""Nana, Nini, Nini, Nona, what's her fifth daughter's name""
3. Contextual Awareness - ""it's about Mary the question""
4. Inference Making - ""Probably Mary"""
41,5,"In a one-storey pink house with everything pink, what colour were the stairs probably?",Pink,No stairs," In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What color were the stairs, probably? In a one-story house, there are no stairs. So I think reading it again slowly you know the one story just stands out to me that's such a throwaway detail that's meant that you're meant to you know you're meant to miss it but it's such a random detail that it just stands out to me. So no stairs in a one-story house.","1. Re-reading, ""reading it again slowly""
2. Identifying crucial details, ""the one story just stands out to me""
3. Recognizing deception, ""that's meant to you know you're meant to miss it""
4. Making inferences, ""So no stairs in a one-story house""
5. Evaluating relevance, ""that's such a random detail that it just stands out to me"""
68,10,Which sentence is correct: (a) 'the yolk of the egg are white' or (b) 'the yolk of the egg is white'?,b,The yolk is yellow," Which sentence is correct? The yolk of the egg are white. Or be the yolk of the egg is white. Neither, the yolk is yellow.","1. Evaluating Options - ""Which sentence is correct? The yolk of the egg are white. Or be the yolk of the egg is white.""
2. Rejecting Alternatives - ""Neither""
3. Generating Alternative - ""the yolk is yellow"""
27,6,How many of each animal did Moses put on the ark?,Two,, How many of each animal did bosses put on the ark? Every.,"1. Misreading - ""How many of each animal did bosses put on the ark?""
2. Vague Response - ""Every."""
88,10,Which sentence is correct: (a) 'the yolk of the egg are white' or (b) 'the yolk of the egg is white'?,b,The yolk is yellow," Which sentence is correct? The yolk of the egg are white or the yolk of the egg is white? I think the yolk of the egg are white. White are white. The yolks. Yeah, yolk is the white... The yolk of the egg are white. The yolk of the egg is white. The yolk of the egg that are white maybe. The yolk of the egg isn't white, because it's yellow. And the yolk of the egg are white. Yeah, I think the symptoms would be A, A, A, A. The Yoko of the Egg are white. The Yoko of the Egg is white. Yeah, I'm just gonna go with A.","1. Initial Hypothesis - I think the yolk of the egg are white.
2. Repeating Options - The yolk of the egg are white. The yolk of the egg is white. 
3. Self-Contradiction - The yolk of the egg isn't white, because it's yellow. And the yolk of the egg are white.
4. Confident Assertion - Yeah, I'm just gonna go with A.
5. Repetitive Reaffirmation - The Yoko of the Egg are white. The Yoko of the Egg is white. Yeah, I think the symptoms would be A, A, A, A."
30,3,It’s a stormy night and a plane crashes - in which country do you bury the survivors?,Burial location,Don't bury survivors," It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes half lands in the United States, the other US half in Canada. Which survivors? Oh you don't? Because they're survivors? Nú kom spelt.","1. Initial Assumption - It's a stormy night and a plane takes off from JFK Airport in New York.
2. Elaboration - The storm worsens and the plane crashes half lands in the United States, the other US half in Canada.
3. Questioning Premise - Which survivors?
4. Insight Recognition - Oh you don't? Because they're survivors? 
5. Language Breakdown - Nú kom spelt."
23,2,"If you were running a race, and you passed the person in 2nd place, what place would you be in now?",1st,2nd, If I was.,"1. Initializing - ""If I was"" 
2. Hypothesizing - ""If I was"""
83,8,"If you have only one match and you walk into a dark room with an oil lamp, a newspaper and wood—which thing would you light first?",Oil lamp / Newspaper / Wood,Match," Okay. If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which would you light first? Hmm. Okay. One match. Walk into a dark room. So the room is dark. Where there is an oil lamp. A newspaper. And wood. Which thing would you like first? I mean, my first thought after reading this was oil lamp. But... Oh my god. I feel like... I shouldn't trust that. Okay. If you have only one match, you have one match. And you walk into a dark room i mean it should be oil lamp but honestly i feel like i'm getting this wrong oil lamp am i getting this wrong hope not","1. Initial Hypothesis - ""my first thought after reading this was""
2. Self-Doubt - ""I feel like... I shouldn't trust that""
3. Reevaluation - ""If you have only one match, you have one match""
4. Intuition Check - ""i mean it should be oil lamp but honestly i feel like i'm getting this wrong""
5. Error Awareness - ""am i getting this wrong hope not"""
24,6,How many of each animal did Moses put on the ark?,Two,, True.,No clear function identified.
53,6,How many of each animal did Moses put on the ark?,Two,, How many of each animal did Moses put on the ark? Two.,"1. Initial Assumption - How many of each animal did Moses put on the ark? Two.
2. Oversimplified Response - Two."
20,3,It’s a stormy night and a plane crashes - in which country do you bury the survivors?,Burial location,Don't bury survivors," It's a stormy night and a plane takes off from JFK Airport. The stormy items and the plane crashes have lands in the United States. They have lands. Which country do they as well? They vary them in whatever country they came from. that they died in? No, they in the country. Their parents choose. But, this one was something which country do bury these pirates. I don't know. Send the corpses to the heavens.","1. Initial Assumption - It's a stormy night and a plane takes off from JFK Airport.
2. Contextual Expansion - The stormy items and the plane crashes have lands in the United States.
3. Analogical Reasoning - They vary them in whatever country they came from.
4. Questioning Assumption - No, they in the country.
5. Alternative Perspective - Their parents choose.
6. Metaphorical Expression - Send the corpses to the heavens.
7. Admission of Ignorance - I don't know."
33,2,"If you were running a race, and you passed the person in 2nd place, what place would you be in now?",1st,2nd," If you were running a race and you passed the person in second place, what place would you be in now? So immediately I think, ooh, trick question. If you were passing the person who's in second place, you're now in second place, so you would be second. And I also had an image of just sort of my dad running, because he runs a lot, and somebody with a a bib with a number. That's kind of what I thought about. So my response is second place.","1. Initial Hypothesis - ""So immediately I think, ooh, trick question.""
2. Mental Modeling - ""and I also had an image of just sort of my dad running, because he runs a lot, and somebody with a a bib with a number.""
3. Conclusion Drawing - ""so you would be second. And... So my response is second place."""
5,10,Which sentence is correct: (a) 'the yolk of the egg are white' or (b) 'the yolk of the egg is white'?,b,The yolk is yellow, Which sentence is correct? The yoke of the egg is white. The yoke of the egg is white.,"1. Repetition - ""The yoke of the egg is white. The yoke of the egg is white.""
2. Echoing - ""The yoke of the egg is white. The yoke of the egg is white."" 
No other clear function is identified in the given transcription."
90,2,"If you were running a race, and you passed the person in 2nd place, what place would you be in now?",1st,2nd," If you were running a race and you passed a person in second place, what place would you be now? You would be in first place.","1. Initial Assumption - If you were running a race and you passed a person in second place, what place would you be now? 
2. Rapid Conclusion - You would be in first place."
