subject_id,question,transcription_new,chunks
33,3," It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes. Half lands in the United States, the other half lands in Canada. In which country would you bury the survivors? So right away, I've heard this one from when I, it reminded me of like actually being in elementary school and in a certain classroom where I think I heard this. And it's one of those sort of riddles. And sadly, this makes me feel terrible to admit this, but I was in gifted class. I'm still not sure what that means. And I remember we had sort of riddles like this we would go through. So in which country would you bury the survivors? Survivors don't need to be buried because they are still alive. You wouldn't bury them unless you were a bit sadistic and were trying to kill them to begin with, which is potentially something crazy enough to happen in the US. So who knows? So my response is you wouldn't bury them. Bury them. Oh, we're not busy though. Bury them.","Chunk 1:
It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes. Half lands in the United States, the other half lands in Canada. In which country would you bury the survivors?

Chunk 2:
So right away, I've heard this one from when I, it reminded me of like actually being in elementary school and in a certain classroom where I think I heard this. And it's one of those sort of riddles.

Chunk 3:
And sadly, this makes me feel terrible to admit this, but I was in gifted class. I'm still not sure what that means.

Chunk 4:
And I remember we had sort of riddles like this we would go through. So in which country would you bury the survivors?

Chunk 5:
Survivors don't need to be buried because they are still alive. You wouldn't bury them unless you were a bit sadistic and were trying to kill them to begin with, which is potentially something crazy enough to happen in the US.

Chunk 6:
So who knows? So my response is you wouldn't bury them.

Chunk 7:
Bury them. Oh, we're not busy though. Bury them."
33,4," A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel, or the bird? Right away I'm a bit stumped. I'm kind of looking at what's the trick. They're racing to the top of a coconut tree. Is there something special about coconut? Well, a monkey probably wouldn't be in the same climate as a coconut tree. Or sorry, a squirrel, I meant. And racing. What am I missing? Am I missing something? A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Well, a bird would fly, so I'm not sure how it would race. Who will get the banana first? A monkey, a squirrel, or a bird? Okay, well, I can't see the trick to this right away. So I'm going to rule out the squirrel, I think. Because I can't imagine a squirrel being in the same place a coconut tree was. Even though he is racing. I do think a monkey would probably be faster. And a bird... I guess it depends where they all started from and we don't know that so I'm gonna say I don't know or unable to determine to determine","Chunk 1:
A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel, or the bird?

Chunk 2:
Right away I'm a bit stumped. I'm kind of looking at what's the trick.

Chunk 3:
They're racing to the top of a coconut tree. Is there something special about coconut?

Chunk 4:
Well, a monkey probably wouldn't be in the same climate as a coconut tree. Or sorry, a squirrel, I meant.

Chunk 5:
And racing. What am I missing? Am I missing something?

Chunk 6:
A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Well, a bird would fly, so I'm not sure how it would race.

Chunk 7:
Who will get the banana first? A monkey, a squirrel, or a bird?

Chunk 8:
Okay, well, I can't see the trick to this right away. So I'm going to rule out the squirrel, I think.

Chunk 9:
Because I can't imagine a squirrel being in the same place a coconut tree was. Even though he is racing.

Chunk 10:
I do think a monkey would probably be faster. And a bird... I guess it depends where they all started from and we don't know that so I'm gonna say I don't know or unable to determine to determine"
33,5," In a one-story pink house, there was a pink person, a pink cat, a pink fish, pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What color were the stairs, probably? Okay, so right away I think the trick in this is it's a one-story house, so there are no stairs. Yeah, there wouldn't be stairs, so they wouldn't have a color. And I guess the question just tried to confuse you by saying pink, pink, pink, pink, pink, pink, pink, pink, pink, pink, so that your brain automatically went to pink. So I will put, there were no stairs left.","Chunk 1:
In a one-story pink house, there was a pink person, a pink cat, a pink fish, pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink.

Chunk 2:
What color were the stairs, probably?

Chunk 3:
Okay, so right away I think the trick in this is it's a one-story house, so there are no stairs.

Chunk 4:
Yeah, there wouldn't be stairs, so they wouldn't have a color.

Chunk 5:
And I guess the question just tried to confuse you by saying pink, pink, pink, pink, pink, pink, pink, pink, pink, pink, so that your brain automatically went to pink.

Chunk 6:
So I will put, there were no stairs left."
33,6," How many of each animal did Moses put on the ark? Um, so, two. I think. Have I missed something? That seems very obvious. Um, yeah. Two giraffes, two monkeys, two lions, etc., etc. So, two.","Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
Um, so, two.

Chunk 3:
I think.

Chunk 4:
Have I missed something?

Chunk 5:
That seems very obvious.

Chunk 6:
Um, yeah.

Chunk 7:
Two giraffes, two monkeys, two lions, etc., etc.

Chunk 8:
So, two."
33,7," The wind blows west. Okay, so right away I thought, shit, I'm terrible with directions. Which way is west? The west is, like, my left hand going to my right. Nope. Right hand. Right hand going to my left. This is why. Okay. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow? Well, the wind is going to blow the smoke, not the locomotive, so it would blow west. Wind blows west. An electric train runs east. Yeah, West. I missed something. It's going east. The wind's going west. I'm trying to. Yeah, West. Have I missed something? I don't think so. West.","Chunk 1:
The wind blows west. Okay, so right away I thought, shit, I'm terrible with directions.

Chunk 2:
Which way is west? The west is, like, my left hand going to my right. Nope.

Chunk 3:
Right hand. Right hand going to my left. This is why.

Chunk 4:
Okay. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow?

Chunk 5:
Well, the wind is going to blow the smoke, not the locomotive, so it would blow west.

Chunk 6:
Wind blows west. An electric train runs east. Yeah, West.

Chunk 7:
I missed something. It's going east. The wind's going west. I'm trying to.

Chunk 8:
Yeah, West. Have I missed something? I don't think so. West."
33,8," If you have only one match and you walk into a dark room where there is an oil lamp, newspaper and wood, which thing would you light first? Well, I think... I guess if you walk into a dark room, you can't see where the oil lamp, the newspaper, and the wood are. So you would light the match first. Hopefully it's a long match, and then you can look around for something to light. Yeah, I think that is what I would do. You would light the match.","Chunk 1:
If you have only one match and you walk into a dark room where there is an oil lamp, newspaper and wood, which thing would you light first?

Chunk 2:
Well, I think... I guess if you walk into a dark room, you can't see where the oil lamp, the newspaper, and the wood are.

Chunk 3:
So you would light the match first.

Chunk 4:
Hopefully it's a long match, and then you can look around for something to light.

Chunk 5:
Yeah, I think that is what I would do.

Chunk 6:
You would light the match."
33,9," Would it be ethical for a man to marry the sister of his widow? Um, I always have trouble with the word. So it's basically just his sister-in-law. Oh, wait, his widow. He's the widower. So his widow is... Hold on, let me think. Would it be ethical for a man to marry his sister? His widow. Well, the man's dead. So I think it would be impossible to give consent. Ethical? I don't know. But I think for the purposes of this question, we'll say it's not ethical because he is dead. Probably more unwanted than unethical.","Chunk 1:
Would it be ethical for a man to marry the sister of his widow?

Chunk 2:
Um, I always have trouble with the word.

Chunk 3:
So it's basically just his sister-in-law.

Chunk 4:
Oh, wait, his widow.

Chunk 5:
He's the widower.

Chunk 6:
So his widow is... Hold on, let me think.

Chunk 7:
Would it be ethical for a man to marry his sister?

Chunk 8:
His widow.

Chunk 9:
Well, the man's dead.

Chunk 10:
So I think it would be impossible to give consent.

Chunk 11:
Ethical?

Chunk 12:
I don't know.

Chunk 13:
But I think for the purposes of this question, we'll say it's not ethical because he is dead.

Chunk 14:
Probably more unwanted than unethical."
33,10," Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white. Okay. Right away, I'm a proofreader. So I'm like, have I missed a trick here? Yeah, because yolk is singular. And that is linked to the verb, which is singular. So that is a grammatically correct question, but a yolk of an egg is not white, it is yellow. So I'm going to put it is grammatically correct. B is grammatically correct. Grammatically correct. But let's punctuate it with semicolon. Oh yeah. However, it is not literally correct. A is both grammatically incorrect and literally incorrect. B is grammatically correct, however it is not literally correct. A is both grammatically incorrect and literally incorrect.","Chunk 1:
Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white.

Chunk 2:
Okay. Right away, I'm a proofreader. So I'm like, have I missed a trick here?

Chunk 3:
Yeah, because yolk is singular. And that is linked to the verb, which is singular.

Chunk 4:
So that is a grammatically correct question, but a yolk of an egg is not white, it is yellow.

Chunk 5:
So I'm going to put it is grammatically correct. B is grammatically correct.

Chunk 6:
Grammatically correct.

Chunk 7:
But let's punctuate it with semicolon. Oh yeah.

Chunk 8:
However, it is not literally correct. A is both grammatically incorrect and literally incorrect. B is grammatically correct, however it is not literally correct.

Chunk 9:
A is both grammatically incorrect and literally incorrect."
34,1, Mary's father had five daughters but no sons. What is the fifth daughter name probably? Mary.,"Chunk 1:
Mary's father had five daughters but no sons.

Chunk 2:
What is the fifth daughter name probably?

Chunk 3:
Mary."
34,2," If you were running a race and you passed the person in second place, what place would you be in now? Second, if you passed the second, you are second. So...","Chunk 1:
If you were running a race and you passed the person in second place, what place would you be in now?

Chunk 2:
Second, if you passed the second, you are second.

Chunk 3:
So..."
34,3," It's a stormy night and a plane takes off from the AFK airport in New York. The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada. In which country do you bury the survivors? You don't bury the survivors. Survivors keep living, so anywhere. Survivors keep living so anywhere survivors keep living","Chunk 1:
It's a stormy night and a plane takes off from the AFK airport in New York.

Chunk 2:
The storm worsens and the plane crashes half lands in the United States, the other half lands in Canada.

Chunk 3:
In which country do you bury the survivors?

Chunk 4:
You don't bury the survivors.

Chunk 5:
Survivors keep living, so anywhere.

Chunk 6:
Survivors keep living so anywhere 

Chunk 7:
survivors keep living"
34,4," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird? A monkey, a squirrel and a bird. A bird can't... Yeah. It can't show if you are going to the top of a... ahhh so in a coconut tree there are no bananas so in a coconut tree there are no bananas","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird?

Chunk 2:
A monkey, a squirrel and a bird.

Chunk 3:
A bird can't... Yeah.

Chunk 4:
It can't show if you are going to the top of a... ahhh 

Chunk 5:
so in a coconut tree there are no bananas 

Chunk 6:
so in a coconut tree there are no bananas"
34,5," In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What color were the stairs? Probably. So, if the house is one story, there are no stairs. So, there are no stairs.","Chunk 1:
In a one-story pink house there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink.

Chunk 2:
What color were the stairs?

Chunk 3:
Probably.

Chunk 4:
So, if the house is one story, there are no stairs.

Chunk 5:
So, there are no stairs."
34,6," How many of each animal did Moses put on the ark? One of each species... doesn't he? Yeah, one of each type. I am not English so I'm going to put","Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
One of each species... doesn't he?

Chunk 3:
Yeah, one of each type.

Chunk 4:
I am not English so I'm going to put"
34,7," The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow? West. I think if... I don't think it might... Ah, okay. There is no smoke if it is an electric train. There is no smoke. Okay, okay, okay, okay, okay.","Chunk 1:
The wind blows west. An electric train runs east. In which cardinal direction does the smoke from the locomotive blow? West.

Chunk 2:
I think if... I don't think it might... Ah, okay.

Chunk 3:
There is no smoke if it is an electric train.

Chunk 4:
There is no smoke.

Chunk 5:
Okay, okay, okay, okay, okay."
